Date,Time,PM1,PM2.5,RESP,PM10,TOTAL
1/5/2020,12:02:45,0.027,0.029,0.031,0.038,0.055
1/5/2020,12:04:45,0.027,0.029,0.031,0.037,0.053
1/5/2020,12:06:45,0.028,0.03,0.032,0.039,0.054
1/5/2020,12:08:45,0.031,0.033,0.036,0.044,0.057
1/5/2020,12:10:45,0.033,0.036,0.04,0.05,0.072
1/5/2020,12:12:45,0.032,0.036,0.04,0.051,0.074
1/5/2020,12:14:45,0.029,0.032,0.035,0.043,0.058
1/5/2020,12:16:45,0.03,0.033,0.036,0.046,0.066
1/5/2020,12:18:45,0.027,0.03,0.033,0.041,0.047
1/5/2020,12:20:45,0.027,0.03,0.033,0.042,0.05
1/5/2020,12:22:45,0.027,0.029,0.032,0.042,0.046
1/5/2020,12:24:45,0.029,0.032,0.035,0.047,0.058
1/5/2020,12:26:45,0.025,0.028,0.031,0.039,0.046
1/5/2020,12:28:45,0.024,0.027,0.03,0.04,0.045
1/5/2020,12:30:45,0.025,0.027,0.03,0.039,0.043
1/5/2020,12:32:45,0.025,0.028,0.031,0.04,0.048
1/5/2020,12:34:45,0.026,0.028,0.031,0.039,0.047
1/5/2020,12:36:45,0.025,0.028,0.031,0.039,0.046
1/5/2020,12:38:45,0.026,0.029,0.031,0.039,0.047
1/5/2020,12:40:45,0.025,0.028,0.03,0.037,0.043
1/5/2020,12:42:45,0.027,0.029,0.032,0.043,0.05
1/5/2020,12:44:45,0.029,0.031,0.034,0.045,0.057
1/5/2020,12:46:45,0.031,0.033,0.036,0.049,0.059
1/5/2020,12:48:45,0.032,0.034,0.038,0.049,0.071
1/5/2020,12:50:45,0.035,0.038,0.042,0.06,0.09
1/5/2020,12:52:45,0.036,0.039,0.043,0.066,0.108
1/5/2020,12:54:45,0.037,0.04,0.044,0.066,0.097
1/5/2020,12:56:45,0.036,0.038,0.042,0.061,0.088
1/5/2020,12:58:45,0.032,0.034,0.038,0.053,0.07
1/5/2020,13:00:45,0.034,0.037,0.041,0.062,0.093
1/5/2020,13:02:45,0.032,0.034,0.038,0.053,0.071
1/5/2020,13:04:45,0.03,0.033,0.036,0.051,0.065
1/5/2020,13:06:45,0.03,0.033,0.036,0.048,0.07
1/5/2020,13:08:45,0.03,0.032,0.035,0.048,0.065
1/5/2020,13:10:45,0.031,0.033,0.036,0.048,0.067
1/5/2020,13:12:45,0.031,0.033,0.036,0.047,0.062
1/5/2020,13:14:45,0.031,0.033,0.036,0.047,0.058
1/5/2020,13:16:45,0.03,0.033,0.036,0.045,0.054
1/5/2020,13:18:45,0.031,0.033,0.036,0.047,0.059
1/5/2020,13:20:45,0.031,0.033,0.036,0.045,0.059
1/5/2020,13:22:45,0.031,0.034,0.037,0.046,0.055
1/5/2020,13:24:45,0.032,0.034,0.036,0.047,0.061
1/5/2020,13:26:45,0.031,0.034,0.036,0.047,0.059
1/5/2020,13:28:45,0.031,0.033,0.036,0.046,0.053
1/5/2020,13:30:45,0.031,0.033,0.036,0.045,0.059
1/5/2020,13:32:45,0.032,0.034,0.037,0.051,0.067
1/5/2020,13:34:45,0.032,0.035,0.038,0.05,0.062
1/5/2020,13:36:45,0.034,0.037,0.04,0.053,0.065
1/5/2020,13:38:45,0.035,0.038,0.042,0.053,0.07
1/5/2020,13:40:45,0.035,0.038,0.042,0.056,0.07
1/5/2020,13:42:45,0.035,0.038,0.042,0.054,0.065
1/5/2020,13:44:45,0.035,0.038,0.041,0.052,0.066
1/5/2020,13:46:45,0.037,0.039,0.043,0.056,0.072
1/5/2020,13:48:45,0.038,0.041,0.045,0.057,0.07
1/5/2020,13:50:45,0.037,0.04,0.044,0.06,0.086
1/5/2020,13:52:45,0.036,0.039,0.043,0.06,0.076
1/5/2020,13:54:45,0.037,0.04,0.044,0.06,0.083
1/5/2020,13:56:45,0.038,0.041,0.045,0.063,0.094
1/5/2020,13:58:45,0.034,0.037,0.04,0.055,0.074
1/5/2020,14:00:45,0.035,0.037,0.041,0.057,0.083
1/5/2020,14:02:45,0.035,0.038,0.042,0.061,0.111
1/5/2020,14:04:45,0.035,0.038,0.043,0.063,0.091
1/5/2020,14:06:45,0.034,0.036,0.04,0.058,0.09
1/5/2020,14:08:45,0.033,0.036,0.041,0.064,0.104
1/5/2020,14:10:45,0.03,0.033,0.037,0.056,0.091
1/5/2020,14:12:45,0.032,0.035,0.039,0.062,0.107
1/5/2020,14:14:45,0.034,0.037,0.041,0.065,0.101
1/5/2020,14:16:45,0.033,0.036,0.04,0.062,0.095
1/5/2020,14:18:45,0.033,0.036,0.041,0.064,0.104
1/5/2020,14:20:45,0.031,0.033,0.037,0.058,0.081
1/5/2020,14:22:45,0.031,0.034,0.038,0.06,0.096
1/5/2020,14:24:45,0.03,0.033,0.037,0.056,0.082
1/5/2020,14:26:45,0.031,0.034,0.038,0.058,0.084
1/5/2020,14:28:45,0.03,0.033,0.037,0.054,0.075
1/5/2020,14:30:45,0.032,0.035,0.039,0.06,0.089
1/5/2020,14:32:45,0.031,0.034,0.038,0.057,0.089
1/5/2020,14:34:45,0.029,0.032,0.036,0.053,0.075
1/5/2020,14:36:45,0.029,0.031,0.035,0.053,0.073
1/5/2020,14:38:45,0.031,0.034,0.038,0.056,0.087
1/5/2020,14:40:45,0.031,0.034,0.038,0.058,0.084
1/5/2020,14:42:45,0.032,0.035,0.039,0.06,0.091
1/5/2020,14:44:45,0.029,0.032,0.036,0.053,0.077
1/5/2020,14:46:45,0.03,0.032,0.036,0.054,0.078
1/5/2020,14:48:45,0.031,0.034,0.038,0.056,0.08
1/5/2020,14:50:45,0.03,0.033,0.036,0.053,0.075
1/5/2020,14:52:45,0.03,0.033,0.037,0.054,0.073
1/5/2020,14:54:45,0.028,0.031,0.035,0.05,0.064
1/5/2020,14:56:45,0.027,0.03,0.034,0.049,0.062
1/5/2020,14:58:45,0.027,0.03,0.034,0.048,0.059
1/5/2020,15:00:45,0.028,0.031,0.034,0.048,0.061
1/5/2020,15:02:45,0.029,0.032,0.035,0.05,0.065
1/5/2020,15:04:45,0.03,0.033,0.037,0.053,0.069
1/5/2020,15:06:45,0.031,0.034,0.037,0.053,0.07
1/5/2020,15:08:45,0.032,0.035,0.039,0.057,0.086
1/5/2020,15:10:45,0.034,0.037,0.042,0.063,0.093
1/5/2020,15:12:45,0.035,0.038,0.043,0.063,0.096
1/5/2020,15:14:45,0.033,0.036,0.041,0.061,0.085
1/5/2020,15:16:45,0.035,0.038,0.043,0.066,0.093
1/5/2020,15:18:45,0.036,0.04,0.045,0.068,0.115
1/5/2020,15:20:45,0.033,0.036,0.04,0.06,0.091
1/5/2020,15:22:45,0.034,0.038,0.042,0.064,0.098
1/5/2020,15:24:45,0.035,0.038,0.043,0.062,0.091
1/5/2020,15:26:45,0.034,0.037,0.042,0.06,0.079
1/5/2020,15:28:45,0.035,0.039,0.044,0.063,0.088
1/5/2020,15:30:45,0.032,0.036,0.04,0.057,0.075
1/5/2020,15:32:45,0.035,0.039,0.043,0.066,0.089
1/5/2020,15:34:45,0.036,0.04,0.045,0.071,0.115
1/5/2020,15:36:45,0.038,0.041,0.047,0.072,0.12
1/5/2020,15:38:45,0.036,0.039,0.044,0.07,0.105
1/5/2020,15:40:45,0.036,0.04,0.045,0.07,0.105
1/5/2020,15:42:45,0.038,0.041,0.048,0.081,0.133
1/5/2020,15:44:45,0.035,0.039,0.045,0.066,0.102
1/5/2020,15:46:45,0.036,0.041,0.046,0.068,0.103
1/5/2020,15:48:45,0.035,0.039,0.044,0.062,0.103
1/5/2020,15:50:45,0.035,0.04,0.045,0.064,0.101
1/5/2020,15:52:45,0.042,0.048,0.054,0.076,0.155
1/5/2020,15:54:45,0.034,0.039,0.044,0.059,0.079
1/5/2020,15:56:45,0.03,0.034,0.038,0.052,0.07
1/5/2020,15:58:45,0.029,0.033,0.038,0.055,0.066
1/5/2020,16:00:45,0.028,0.032,0.036,0.05,0.061
1/5/2020,16:02:45,0.028,0.032,0.036,0.055,0.077
1/5/2020,16:04:45,0.029,0.032,0.037,0.056,0.072
1/5/2020,16:06:45,0.032,0.036,0.04,0.06,0.087
1/5/2020,16:08:45,0.032,0.035,0.04,0.059,0.081
1/5/2020,16:10:45,0.032,0.035,0.04,0.058,0.086
1/5/2020,16:12:45,0.034,0.037,0.042,0.063,0.095
1/5/2020,16:14:45,0.035,0.039,0.044,0.065,0.086
1/5/2020,16:16:45,0.034,0.037,0.042,0.061,0.084
1/5/2020,16:18:45,0.034,0.037,0.042,0.057,0.074
1/5/2020,16:20:45,0.034,0.037,0.041,0.056,0.075
1/5/2020,16:22:45,0.035,0.038,0.042,0.058,0.081
1/5/2020,16:24:45,0.035,0.038,0.042,0.056,0.069
1/5/2020,16:26:45,0.035,0.038,0.042,0.058,0.074
1/5/2020,16:28:45,0.034,0.037,0.041,0.057,0.078
1/5/2020,16:30:45,0.033,0.036,0.039,0.051,0.063
1/5/2020,16:32:45,0.032,0.035,0.038,0.049,0.056
1/5/2020,16:34:45,0.032,0.035,0.038,0.047,0.057
1/5/2020,16:36:45,0.033,0.035,0.038,0.049,0.058
1/5/2020,16:38:45,0.033,0.035,0.038,0.049,0.061
1/5/2020,16:40:45,0.031,0.034,0.036,0.045,0.047
1/5/2020,16:42:45,0.031,0.033,0.036,0.044,0.05
1/5/2020,16:44:45,0.031,0.034,0.036,0.045,0.051
1/5/2020,16:46:45,0.033,0.035,0.038,0.049,0.057
1/5/2020,16:48:45,0.033,0.035,0.038,0.047,0.054
1/5/2020,16:50:45,0.033,0.036,0.038,0.045,0.052
1/5/2020,16:52:45,0.034,0.036,0.039,0.047,0.05
1/5/2020,16:54:45,0.034,0.036,0.039,0.045,0.048
1/5/2020,16:56:45,0.035,0.037,0.04,0.048,0.053
1/5/2020,16:58:45,0.035,0.037,0.04,0.048,0.054
1/5/2020,17:00:45,0.035,0.037,0.04,0.048,0.055
1/5/2020,17:02:45,0.034,0.036,0.039,0.049,0.057
1/5/2020,17:04:45,0.033,0.035,0.038,0.045,0.052
1/5/2020,17:06:45,0.035,0.037,0.04,0.049,0.058
1/5/2020,17:08:45,0.034,0.037,0.04,0.048,0.055
1/5/2020,17:10:45,0.035,0.038,0.041,0.049,0.057
1/5/2020,17:12:45,0.035,0.038,0.04,0.05,0.059
1/5/2020,17:14:45,0.035,0.037,0.04,0.048,0.056
1/5/2020,17:16:45,0.037,0.04,0.043,0.053,0.066
1/5/2020,17:18:45,0.036,0.038,0.041,0.05,0.057
1/5/2020,17:20:45,0.039,0.042,0.044,0.053,0.063
1/5/2020,17:22:45,0.048,0.05,0.053,0.062,0.072
1/5/2020,17:24:45,0.047,0.049,0.052,0.061,0.071
1/5/2020,17:26:45,0.044,0.047,0.05,0.056,0.063
1/5/2020,17:28:45,0.045,0.047,0.05,0.058,0.069
1/5/2020,17:30:45,0.048,0.05,0.053,0.062,0.068
1/5/2020,17:32:45,0.048,0.051,0.053,0.062,0.066
1/5/2020,17:34:45,0.049,0.051,0.054,0.06,0.064
1/5/2020,17:36:45,0.051,0.053,0.056,0.064,0.071
1/5/2020,17:38:45,0.052,0.055,0.058,0.067,0.077
1/5/2020,17:40:45,0.052,0.054,0.057,0.066,0.076
1/5/2020,17:42:45,0.054,0.056,0.059,0.07,0.083
1/5/2020,17:44:45,0.056,0.058,0.061,0.073,0.086
1/5/2020,17:46:45,0.053,0.055,0.057,0.065,0.072
1/5/2020,17:48:45,0.055,0.057,0.06,0.071,0.082
1/5/2020,17:50:45,0.056,0.058,0.061,0.071,0.079
1/5/2020,17:52:45,0.057,0.059,0.062,0.072,0.085
1/5/2020,17:54:45,0.057,0.059,0.062,0.073,0.079
1/5/2020,17:56:45,0.056,0.059,0.061,0.071,0.084
1/5/2020,17:58:45,0.057,0.059,0.062,0.072,0.081
1/5/2020,18:00:45,0.057,0.06,0.063,0.073,0.081
1/5/2020,18:02:45,0.054,0.057,0.059,0.067,0.074
1/5/2020,18:04:45,0.055,0.057,0.059,0.067,0.074
1/5/2020,18:06:45,0.057,0.059,0.062,0.071,0.079
1/5/2020,18:08:45,0.056,0.059,0.061,0.07,0.078
1/5/2020,18:10:45,0.057,0.059,0.062,0.073,0.084
1/5/2020,18:12:45,0.054,0.056,0.058,0.065,0.071
1/5/2020,18:14:45,0.055,0.057,0.06,0.069,0.076
1/5/2020,18:16:45,0.054,0.056,0.058,0.066,0.075
1/5/2020,18:18:45,0.055,0.057,0.06,0.068,0.072
1/5/2020,18:20:45,0.057,0.059,0.062,0.071,0.08
1/5/2020,18:22:45,0.06,0.062,0.065,0.075,0.084
1/5/2020,18:24:45,0.061,0.063,0.066,0.073,0.081
1/5/2020,18:26:45,0.066,0.068,0.07,0.079,0.086
1/5/2020,18:28:45,0.066,0.068,0.07,0.079,0.088
1/5/2020,18:30:45,0.066,0.068,0.071,0.079,0.086
1/5/2020,18:32:45,0.065,0.067,0.069,0.077,0.081
1/5/2020,18:34:45,0.068,0.071,0.073,0.08,0.087
1/5/2020,18:36:45,0.071,0.074,0.076,0.086,0.091
1/5/2020,18:38:45,0.071,0.074,0.076,0.084,0.094
1/5/2020,18:40:45,0.068,0.07,0.073,0.082,0.09
1/5/2020,18:42:45,0.064,0.066,0.069,0.078,0.092
1/5/2020,18:44:45,0.06,0.062,0.065,0.076,0.112
1/5/2020,18:46:45,0.06,0.063,0.066,0.079,0.104
1/5/2020,18:48:45,0.063,0.066,0.069,0.081,0.117
1/5/2020,18:50:45,0.056,0.059,0.062,0.07,0.081
1/5/2020,18:52:45,0.049,0.052,0.055,0.066,0.082
1/5/2020,18:54:45,0.044,0.047,0.051,0.065,0.081
1/5/2020,18:56:45,0.038,0.042,0.047,0.062,0.075
1/5/2020,18:58:45,0.036,0.04,0.045,0.063,0.077
1/5/2020,19:00:45,0.039,0.043,0.048,0.067,0.079
1/5/2020,19:02:45,0.042,0.046,0.05,0.066,0.086
1/5/2020,19:04:45,0.049,0.052,0.056,0.073,0.102
1/5/2020,19:06:45,0.051,0.054,0.058,0.07,0.08
1/5/2020,19:08:45,0.048,0.051,0.055,0.069,0.079
1/5/2020,19:10:45,0.047,0.05,0.053,0.067,0.078
1/5/2020,19:12:45,0.044,0.047,0.05,0.06,0.07
1/5/2020,19:14:45,0.041,0.044,0.047,0.056,0.063
1/5/2020,19:16:45,0.044,0.047,0.051,0.067,0.08
1/5/2020,19:18:45,0.043,0.046,0.049,0.064,0.073
1/5/2020,19:20:45,0.045,0.048,0.052,0.069,0.092
1/5/2020,19:22:45,0.047,0.05,0.055,0.074,0.099
1/5/2020,19:24:45,0.045,0.048,0.052,0.067,0.084
1/5/2020,19:26:45,0.044,0.047,0.05,0.064,0.07
1/5/2020,19:28:45,0.043,0.045,0.049,0.058,0.064
1/5/2020,19:30:45,0.043,0.046,0.05,0.061,0.069
1/5/2020,19:32:45,0.042,0.045,0.048,0.058,0.067
1/5/2020,19:34:45,0.044,0.046,0.05,0.06,0.068
1/5/2020,19:36:45,0.042,0.044,0.047,0.054,0.061
1/5/2020,19:38:45,0.042,0.044,0.046,0.053,0.059
1/5/2020,19:40:45,0.042,0.045,0.047,0.056,0.06
1/5/2020,19:42:45,0.043,0.045,0.048,0.056,0.06
1/5/2020,19:44:45,0.046,0.048,0.051,0.058,0.063
1/5/2020,19:46:45,0.046,0.049,0.051,0.058,0.061
1/5/2020,19:48:45,0.045,0.048,0.05,0.058,0.062
1/5/2020,19:50:45,0.045,0.047,0.05,0.056,0.061
1/5/2020,19:52:45,0.044,0.046,0.049,0.055,0.058
1/5/2020,19:54:45,0.047,0.049,0.051,0.059,0.063
1/5/2020,19:56:45,0.048,0.05,0.053,0.061,0.07
1/5/2020,19:58:45,0.048,0.051,0.053,0.061,0.067
1/5/2020,20:00:45,0.049,0.052,0.054,0.061,0.065
1/5/2020,20:02:45,0.05,0.052,0.054,0.061,0.066
1/5/2020,20:04:45,0.048,0.05,0.053,0.059,0.063
1/5/2020,20:06:45,0.05,0.052,0.055,0.061,0.067
1/5/2020,20:08:45,0.048,0.051,0.053,0.059,0.062
1/5/2020,20:10:45,0.05,0.052,0.054,0.06,0.065
1/5/2020,20:12:45,0.049,0.051,0.053,0.059,0.064
1/5/2020,20:14:45,0.046,0.048,0.05,0.056,0.062
1/5/2020,20:16:45,0.043,0.045,0.046,0.051,0.055
1/5/2020,20:18:45,0.041,0.043,0.045,0.051,0.054
1/5/2020,20:20:45,0.04,0.042,0.044,0.05,0.054
1/5/2020,20:22:45,0.041,0.042,0.045,0.051,0.056
1/5/2020,20:24:45,0.039,0.041,0.042,0.047,0.051
1/5/2020,20:26:45,0.038,0.04,0.041,0.045,0.049
1/5/2020,20:28:45,0.038,0.04,0.041,0.046,0.05
1/5/2020,20:30:45,0.037,0.039,0.041,0.046,0.049
1/5/2020,20:32:45,0.037,0.039,0.041,0.046,0.048
1/5/2020,20:34:45,0.038,0.039,0.041,0.046,0.05
1/5/2020,20:36:45,0.038,0.039,0.041,0.047,0.051
1/5/2020,20:38:45,0.037,0.039,0.04,0.045,0.047
1/5/2020,20:40:45,0.038,0.04,0.042,0.047,0.049
1/5/2020,20:42:45,0.038,0.04,0.041,0.046,0.049
1/5/2020,20:44:45,0.039,0.041,0.042,0.048,0.05
1/5/2020,20:46:45,0.041,0.043,0.045,0.05,0.055
1/5/2020,20:48:45,0.041,0.043,0.044,0.049,0.054
1/5/2020,20:50:45,0.04,0.041,0.043,0.048,0.052
1/5/2020,20:52:45,0.04,0.041,0.043,0.048,0.054
1/5/2020,20:54:45,0.039,0.041,0.042,0.047,0.053
1/5/2020,20:56:45,0.04,0.042,0.043,0.049,0.055
1/5/2020,20:58:45,0.04,0.041,0.043,0.048,0.052
1/5/2020,21:00:45,0.04,0.042,0.044,0.049,0.053
1/5/2020,21:02:45,0.039,0.041,0.043,0.049,0.053
1/5/2020,21:04:45,0.039,0.041,0.043,0.049,0.053
1/5/2020,21:06:45,0.039,0.04,0.042,0.049,0.054
1/5/2020,21:08:45,0.039,0.04,0.042,0.048,0.053
1/5/2020,21:10:45,0.038,0.039,0.041,0.046,0.052
1/5/2020,21:12:45,0.037,0.038,0.04,0.046,0.051
1/5/2020,21:14:45,0.037,0.039,0.041,0.047,0.055
1/5/2020,21:16:45,0.038,0.04,0.042,0.048,0.058
1/5/2020,21:18:45,0.039,0.041,0.043,0.048,0.055
1/5/2020,21:20:45,0.039,0.041,0.043,0.047,0.051
1/5/2020,21:22:45,0.041,0.043,0.044,0.051,0.056
1/5/2020,21:24:45,0.038,0.04,0.042,0.046,0.051
1/5/2020,21:26:45,0.038,0.039,0.041,0.046,0.048
1/5/2020,21:28:45,0.038,0.04,0.042,0.047,0.051
1/5/2020,21:30:45,0.038,0.04,0.042,0.048,0.051
1/5/2020,21:32:45,0.04,0.041,0.043,0.048,0.054
1/5/2020,21:34:45,0.04,0.042,0.043,0.047,0.05
1/5/2020,21:36:45,0.042,0.044,0.046,0.051,0.054
1/5/2020,21:38:45,0.041,0.043,0.044,0.05,0.054
1/5/2020,21:40:45,0.041,0.043,0.044,0.05,0.056
1/5/2020,21:42:45,0.041,0.042,0.044,0.051,0.057
1/5/2020,21:44:45,0.042,0.044,0.046,0.054,0.063
1/5/2020,21:46:45,0.04,0.041,0.044,0.053,0.065
1/5/2020,21:48:45,0.038,0.04,0.042,0.052,0.061
1/5/2020,21:50:45,0.032,0.034,0.036,0.047,0.065
1/5/2020,21:52:45,0.031,0.034,0.036,0.047,0.068
1/5/2020,21:54:45,0.031,0.033,0.035,0.048,0.061
1/5/2020,21:56:45,0.032,0.034,0.037,0.049,0.073
1/5/2020,21:58:45,0.031,0.034,0.036,0.048,0.069
1/5/2020,22:00:45,0.031,0.033,0.036,0.047,0.057
1/5/2020,22:02:45,0.032,0.035,0.038,0.051,0.07
1/5/2020,22:04:45,0.032,0.035,0.038,0.049,0.06
1/5/2020,22:06:45,0.032,0.035,0.038,0.05,0.06
1/5/2020,22:08:45,0.033,0.035,0.037,0.048,0.06
1/5/2020,22:10:45,0.033,0.036,0.038,0.05,0.061
1/5/2020,22:12:45,0.033,0.036,0.039,0.051,0.061
1/5/2020,22:14:45,0.034,0.036,0.039,0.051,0.06
1/5/2020,22:16:45,0.034,0.036,0.039,0.05,0.07
1/5/2020,22:18:45,0.032,0.035,0.037,0.049,0.058
1/5/2020,22:20:45,0.031,0.034,0.036,0.048,0.06
1/5/2020,22:22:45,0.03,0.033,0.036,0.049,0.059
1/5/2020,22:24:45,0.03,0.032,0.035,0.047,0.061
1/5/2020,22:26:45,0.028,0.03,0.033,0.044,0.058
1/5/2020,22:28:45,0.026,0.028,0.031,0.04,0.046
1/5/2020,22:30:45,0.024,0.026,0.028,0.036,0.042
1/5/2020,22:32:45,0.023,0.025,0.027,0.037,0.046
1/5/2020,22:34:45,0.021,0.023,0.026,0.033,0.043
1/5/2020,22:36:45,0.02,0.022,0.024,0.03,0.037
1/5/2020,22:38:45,0.021,0.022,0.025,0.033,0.036
1/5/2020,22:40:45,0.02,0.023,0.025,0.031,0.036
1/5/2020,22:42:45,0.021,0.023,0.025,0.032,0.037
1/5/2020,22:44:45,0.022,0.024,0.027,0.034,0.04
1/5/2020,22:46:45,0.021,0.023,0.025,0.031,0.037
1/5/2020,22:48:45,0.019,0.022,0.023,0.028,0.03
1/5/2020,22:50:45,0.02,0.022,0.024,0.029,0.036
1/5/2020,22:52:45,0.019,0.021,0.023,0.029,0.033
1/5/2020,22:54:45,0.019,0.021,0.023,0.03,0.035
1/5/2020,22:56:45,0.019,0.02,0.022,0.028,0.034
1/5/2020,22:58:45,0.018,0.02,0.022,0.03,0.04
1/5/2020,23:00:45,0.018,0.02,0.022,0.032,0.045
1/5/2020,23:02:45,0.018,0.02,0.022,0.034,0.046
1/5/2020,23:04:45,0.018,0.02,0.023,0.035,0.05
1/5/2020,23:06:45,0.018,0.02,0.023,0.039,0.056
1/5/2020,23:08:45,0.018,0.02,0.023,0.039,0.057
1/5/2020,23:10:45,0.016,0.018,0.021,0.034,0.042
1/5/2020,23:12:45,0.016,0.018,0.02,0.03,0.04
1/5/2020,23:14:45,0.018,0.02,0.022,0.035,0.046
1/5/2020,23:16:45,0.017,0.018,0.02,0.029,0.038
1/5/2020,23:18:45,0.018,0.02,0.022,0.031,0.04
1/5/2020,23:20:45,0.019,0.02,0.022,0.029,0.036
1/5/2020,23:22:45,0.019,0.021,0.022,0.029,0.033
1/5/2020,23:24:45,0.018,0.02,0.022,0.028,0.034
1/5/2020,23:26:45,0.017,0.019,0.02,0.025,0.028
1/5/2020,23:28:45,0.018,0.019,0.021,0.026,0.031
1/5/2020,23:30:45,0.017,0.019,0.02,0.025,0.028
1/5/2020,23:32:45,0.018,0.019,0.021,0.025,0.028
1/5/2020,23:34:45,0.02,0.022,0.023,0.028,0.032
1/5/2020,23:36:45,0.023,0.024,0.026,0.031,0.034
1/5/2020,23:38:45,0.024,0.026,0.027,0.031,0.036
1/5/2020,23:40:45,0.024,0.025,0.027,0.031,0.037
1/5/2020,23:42:45,0.022,0.023,0.025,0.03,0.033
1/5/2020,23:44:45,0.021,0.022,0.024,0.029,0.034
1/5/2020,23:46:45,0.019,0.021,0.022,0.026,0.031
1/5/2020,23:48:45,0.017,0.018,0.019,0.023,0.031
1/5/2020,23:50:45,0.018,0.019,0.021,0.026,0.035
1/5/2020,23:52:45,0.02,0.021,0.023,0.029,0.039
1/5/2020,23:54:45,0.019,0.02,0.022,0.029,0.041
1/5/2020,23:56:45,0.021,0.022,0.024,0.034,0.046
1/5/2020,23:58:45,0.024,0.025,0.027,0.038,0.051
1/6/2020,0:00:45,0.024,0.026,0.027,0.035,0.047
1/6/2020,0:02:45,0.025,0.026,0.028,0.036,0.05
1/6/2020,0:04:45,0.023,0.024,0.026,0.032,0.04
1/6/2020,0:06:45,0.022,0.023,0.024,0.03,0.037
1/6/2020,0:08:45,0.021,0.023,0.024,0.029,0.033
1/6/2020,0:10:45,0.022,0.023,0.024,0.031,0.04
1/6/2020,0:12:45,0.021,0.022,0.023,0.029,0.033
1/6/2020,0:14:45,0.022,0.023,0.024,0.032,0.043
1/6/2020,0:16:45,0.022,0.023,0.025,0.032,0.044
1/6/2020,0:18:45,0.021,0.022,0.024,0.031,0.038
1/6/2020,0:20:45,0.021,0.022,0.024,0.03,0.039
1/6/2020,0:22:45,0.022,0.023,0.024,0.031,0.036
1/6/2020,0:24:45,0.023,0.024,0.025,0.033,0.036
1/6/2020,0:26:45,0.024,0.026,0.027,0.032,0.041
1/6/2020,0:28:45,0.023,0.024,0.025,0.03,0.035
1/6/2020,0:30:45,0.023,0.024,0.025,0.029,0.033
1/6/2020,0:32:45,0.022,0.023,0.024,0.028,0.032
1/6/2020,0:34:45,0.023,0.024,0.025,0.029,0.032
1/6/2020,0:36:45,0.022,0.023,0.024,0.028,0.032
1/6/2020,0:38:45,0.022,0.023,0.024,0.029,0.032
1/6/2020,0:40:45,0.026,0.027,0.028,0.033,0.038
1/6/2020,0:42:45,0.028,0.03,0.031,0.037,0.04
1/6/2020,0:44:45,0.029,0.03,0.032,0.037,0.044
1/6/2020,0:46:45,0.027,0.028,0.029,0.035,0.042
1/6/2020,0:48:45,0.024,0.025,0.026,0.031,0.037
1/6/2020,0:50:45,0.021,0.022,0.023,0.028,0.03
1/6/2020,0:52:45,0.019,0.02,0.021,0.025,0.029
1/6/2020,0:54:45,0.017,0.018,0.019,0.022,0.027
1/6/2020,0:56:45,0.016,0.017,0.018,0.021,0.027
1/6/2020,0:58:45,0.017,0.018,0.019,0.023,0.028
1/6/2020,1:00:45,0.016,0.017,0.018,0.022,0.03
1/6/2020,1:02:45,0.014,0.015,0.016,0.02,0.026
1/6/2020,1:04:45,0.012,0.013,0.013,0.017,0.02
1/6/2020,1:06:45,0.012,0.013,0.013,0.017,0.023
1/6/2020,1:08:45,0.011,0.012,0.013,0.017,0.02
1/6/2020,1:10:45,0.011,0.012,0.013,0.018,0.026
1/6/2020,1:12:45,0.012,0.013,0.014,0.02,0.027
1/6/2020,1:14:45,0.012,0.013,0.015,0.023,0.033
1/6/2020,1:16:45,0.012,0.013,0.015,0.024,0.03
1/6/2020,1:18:45,0.014,0.015,0.017,0.03,0.048
1/6/2020,1:20:45,0.013,0.015,0.017,0.029,0.051
1/6/2020,1:22:45,0.013,0.015,0.017,0.031,0.041
1/6/2020,1:24:45,0.014,0.016,0.018,0.031,0.048
1/6/2020,1:26:45,0.013,0.015,0.017,0.027,0.041
1/6/2020,1:28:45,0.016,0.018,0.02,0.033,0.054
1/6/2020,1:30:45,0.018,0.02,0.022,0.033,0.046
1/6/2020,1:32:45,0.023,0.026,0.028,0.04,0.063
1/6/2020,1:34:45,0.026,0.028,0.031,0.043,0.072
1/6/2020,1:36:45,0.026,0.028,0.031,0.043,0.068
1/6/2020,1:38:45,0.024,0.027,0.029,0.04,0.067
1/6/2020,1:40:45,0.022,0.023,0.026,0.036,0.061
1/6/2020,1:42:45,0.019,0.021,0.023,0.033,0.045
1/6/2020,1:44:45,0.017,0.019,0.021,0.029,0.042
1/6/2020,1:46:45,0.016,0.018,0.02,0.026,0.035
1/6/2020,1:48:45,0.017,0.018,0.02,0.028,0.042
1/6/2020,1:50:45,0.015,0.016,0.017,0.021,0.026
1/6/2020,1:52:45,0.011,0.012,0.013,0.016,0.02
1/6/2020,1:54:45,0.012,0.013,0.015,0.019,0.028
1/6/2020,1:56:45,0.013,0.014,0.015,0.018,0.025
1/6/2020,1:58:45,0.013,0.014,0.015,0.018,0.027
1/6/2020,2:00:45,0.015,0.016,0.017,0.02,0.032
1/6/2020,2:02:45,0.013,0.014,0.015,0.017,0.024
1/6/2020,2:04:45,0.013,0.014,0.015,0.017,0.022
1/6/2020,2:06:45,0.014,0.014,0.015,0.018,0.024
