Date,Time,PM1,PM2.5,RESP,PM10,TOTAL
1/6/2020,2:08:45,0.014,0.014,0.015,0.017,0.024
1/6/2020,2:10:45,0.014,0.015,0.016,0.018,0.025
1/6/2020,2:12:45,0.014,0.015,0.015,0.018,0.025
1/6/2020,2:14:45,0.015,0.015,0.016,0.02,0.03
1/6/2020,2:16:45,0.014,0.015,0.016,0.018,0.024
1/6/2020,2:18:45,0.015,0.016,0.016,0.018,0.026
1/6/2020,2:20:45,0.018,0.019,0.02,0.022,0.028
1/6/2020,2:22:45,0.018,0.019,0.02,0.022,0.024
1/6/2020,2:24:45,0.017,0.018,0.019,0.021,0.023
1/6/2020,2:26:45,0.017,0.018,0.019,0.022,0.027
1/6/2020,2:28:45,0.017,0.018,0.019,0.022,0.024
1/6/2020,2:30:45,0.016,0.017,0.017,0.019,0.022
1/6/2020,2:32:45,0.017,0.017,0.018,0.02,0.024
1/6/2020,2:34:45,0.015,0.016,0.017,0.019,0.022
1/6/2020,2:36:45,0.016,0.017,0.018,0.019,0.021
1/6/2020,2:38:45,0.019,0.02,0.02,0.022,0.023
1/6/2020,2:40:45,0.02,0.021,0.021,0.023,0.025
1/6/2020,2:42:45,0.021,0.021,0.022,0.024,0.025
1/6/2020,2:44:45,0.02,0.021,0.021,0.023,0.026
1/6/2020,2:46:45,0.017,0.018,0.018,0.02,0.021
1/6/2020,2:48:45,0.017,0.018,0.018,0.02,0.022
1/6/2020,2:50:45,0.019,0.019,0.02,0.021,0.023
1/6/2020,2:52:45,0.019,0.02,0.02,0.022,0.023
1/6/2020,2:54:45,0.019,0.02,0.021,0.023,0.024
1/6/2020,2:56:45,0.018,0.019,0.019,0.021,0.021
1/6/2020,2:58:45,0.018,0.018,0.019,0.021,0.025
1/6/2020,3:00:45,0.016,0.017,0.018,0.019,0.02
1/6/2020,3:02:45,0.017,0.017,0.018,0.019,0.021
1/6/2020,3:04:45,0.018,0.018,0.019,0.021,0.022
1/6/2020,3:06:45,0.015,0.016,0.016,0.018,0.02
1/6/2020,3:08:45,0.015,0.016,0.016,0.018,0.019
1/6/2020,3:10:45,0.015,0.015,0.016,0.017,0.018
1/6/2020,3:12:45,0.015,0.015,0.016,0.017,0.018
1/6/2020,3:14:45,0.014,0.015,0.015,0.017,0.017
1/6/2020,3:16:45,0.014,0.015,0.015,0.017,0.018
1/6/2020,3:18:45,0.014,0.015,0.015,0.017,0.019
1/6/2020,3:20:45,0.015,0.015,0.016,0.018,0.021
1/6/2020,3:22:45,0.014,0.015,0.015,0.017,0.018
1/6/2020,3:24:45,0.014,0.015,0.016,0.018,0.019
1/6/2020,3:26:45,0.014,0.015,0.015,0.017,0.019
1/6/2020,3:28:45,0.015,0.015,0.016,0.018,0.023
1/6/2020,3:30:45,0.014,0.014,0.015,0.018,0.021
1/6/2020,3:32:45,0.013,0.013,0.014,0.015,0.016
1/6/2020,3:34:45,0.013,0.013,0.014,0.015,0.018
1/6/2020,3:36:45,0.013,0.013,0.014,0.016,0.02
1/6/2020,3:38:45,0.012,0.013,0.013,0.015,0.015
1/6/2020,3:40:45,0.013,0.013,0.014,0.016,0.018
1/6/2020,3:42:45,0.013,0.013,0.014,0.015,0.019
1/6/2020,3:44:45,0.013,0.013,0.014,0.016,0.018
1/6/2020,3:46:45,0.012,0.013,0.013,0.015,0.016
1/6/2020,3:48:45,0.012,0.013,0.013,0.015,0.017
1/6/2020,3:50:45,0.012,0.012,0.013,0.014,0.015
1/6/2020,3:52:45,0.011,0.012,0.012,0.014,0.015
1/6/2020,3:54:45,0.011,0.012,0.012,0.014,0.015
1/6/2020,3:56:45,0.011,0.012,0.012,0.014,0.015
1/6/2020,3:58:45,0.012,0.012,0.013,0.015,0.019
1/6/2020,4:00:45,0.013,0.014,0.014,0.017,0.019
1/6/2020,4:02:45,0.014,0.015,0.015,0.018,0.02
1/6/2020,4:04:45,0.015,0.016,0.017,0.02,0.023
1/6/2020,4:06:45,0.017,0.018,0.018,0.022,0.025
1/6/2020,4:08:45,0.018,0.018,0.019,0.024,0.028
1/6/2020,4:10:45,0.019,0.02,0.02,0.024,0.028
1/6/2020,4:12:45,0.021,0.022,0.022,0.026,0.03
1/6/2020,4:14:45,0.022,0.023,0.024,0.028,0.032
1/6/2020,4:16:45,0.026,0.027,0.028,0.033,0.038
1/6/2020,4:18:45,0.026,0.027,0.029,0.034,0.041
1/6/2020,4:20:45,0.026,0.027,0.028,0.033,0.036
1/6/2020,4:22:45,0.028,0.029,0.03,0.036,0.04
1/6/2020,4:24:45,0.029,0.03,0.032,0.037,0.041
1/6/2020,4:26:45,0.029,0.031,0.032,0.039,0.045
1/6/2020,4:28:45,0.031,0.032,0.033,0.04,0.048
1/6/2020,4:30:45,0.031,0.033,0.034,0.041,0.046
1/6/2020,4:32:45,0.032,0.034,0.035,0.042,0.047
1/6/2020,4:34:45,0.033,0.035,0.037,0.044,0.053
1/6/2020,4:36:45,0.035,0.036,0.038,0.045,0.05
1/6/2020,4:38:45,0.036,0.038,0.04,0.049,0.058
1/6/2020,4:40:45,0.036,0.038,0.04,0.048,0.054
1/6/2020,4:42:45,0.036,0.038,0.04,0.047,0.052
1/6/2020,4:44:45,0.037,0.038,0.041,0.049,0.057
1/6/2020,4:46:45,0.037,0.039,0.041,0.05,0.056
1/6/2020,4:48:45,0.037,0.039,0.041,0.048,0.052
1/6/2020,4:50:45,0.038,0.039,0.042,0.049,0.056
1/6/2020,4:52:45,0.038,0.04,0.042,0.051,0.061
1/6/2020,4:54:45,0.038,0.04,0.042,0.052,0.058
1/6/2020,4:56:45,0.038,0.04,0.042,0.051,0.054
1/6/2020,4:58:45,0.037,0.039,0.042,0.05,0.057
1/6/2020,5:00:45,0.037,0.039,0.042,0.05,0.056
1/6/2020,5:02:45,0.037,0.039,0.041,0.05,0.057
1/6/2020,5:04:45,0.037,0.039,0.042,0.05,0.056
1/6/2020,5:06:45,0.036,0.038,0.041,0.051,0.056
1/6/2020,5:08:45,0.036,0.038,0.041,0.05,0.059
1/6/2020,5:10:45,0.036,0.038,0.04,0.049,0.055
1/6/2020,5:12:45,0.036,0.038,0.041,0.049,0.052
1/6/2020,5:14:45,0.036,0.038,0.041,0.048,0.053
1/6/2020,5:16:45,0.037,0.039,0.042,0.051,0.055
1/6/2020,5:18:45,0.036,0.038,0.04,0.049,0.053
1/6/2020,5:20:45,0.036,0.038,0.041,0.049,0.054
1/6/2020,5:22:45,0.037,0.039,0.041,0.051,0.057
1/6/2020,5:24:45,0.035,0.037,0.04,0.048,0.053
1/6/2020,5:26:45,0.035,0.037,0.039,0.047,0.054
1/6/2020,5:28:45,0.034,0.036,0.038,0.046,0.05
1/6/2020,5:30:45,0.033,0.035,0.037,0.045,0.05
1/6/2020,5:32:45,0.034,0.036,0.038,0.046,0.05
1/6/2020,5:34:45,0.034,0.035,0.038,0.046,0.052
1/6/2020,5:36:45,0.033,0.035,0.037,0.045,0.05
1/6/2020,5:38:45,0.033,0.035,0.037,0.047,0.05
1/6/2020,5:40:45,0.033,0.035,0.037,0.046,0.054
1/6/2020,5:42:45,0.031,0.033,0.036,0.044,0.047
1/6/2020,5:44:45,0.032,0.034,0.036,0.044,0.05
1/6/2020,5:46:45,0.032,0.033,0.036,0.044,0.05
1/6/2020,5:48:45,0.031,0.033,0.035,0.044,0.048
1/6/2020,5:50:45,0.031,0.033,0.035,0.044,0.046
1/6/2020,5:52:45,0.031,0.033,0.035,0.043,0.046
1/6/2020,5:54:45,0.031,0.033,0.036,0.043,0.048
1/6/2020,5:56:45,0.031,0.033,0.035,0.042,0.047
1/6/2020,5:58:45,0.032,0.033,0.036,0.044,0.051
1/6/2020,6:00:45,0.032,0.034,0.036,0.044,0.048
1/6/2020,6:02:45,0.031,0.033,0.035,0.043,0.045
1/6/2020,6:04:45,0.031,0.033,0.035,0.042,0.048
1/6/2020,6:06:45,0.031,0.033,0.036,0.043,0.047
1/6/2020,6:08:45,0.032,0.034,0.036,0.043,0.05
1/6/2020,6:10:45,0.032,0.033,0.036,0.043,0.046
1/6/2020,6:12:45,0.034,0.036,0.038,0.047,0.053
1/6/2020,6:14:45,0.036,0.038,0.04,0.049,0.053
1/6/2020,6:16:45,0.036,0.038,0.04,0.047,0.05
1/6/2020,6:18:45,0.035,0.037,0.039,0.045,0.047
1/6/2020,6:20:45,0.036,0.038,0.04,0.047,0.052
1/6/2020,6:22:45,0.039,0.041,0.043,0.051,0.054
1/6/2020,6:24:45,0.037,0.039,0.042,0.049,0.052
1/6/2020,6:26:45,0.035,0.037,0.039,0.046,0.052
1/6/2020,6:28:45,0.035,0.037,0.039,0.045,0.049
1/6/2020,6:30:45,0.035,0.037,0.039,0.047,0.052
1/6/2020,6:32:45,0.035,0.037,0.039,0.047,0.053
1/6/2020,6:34:45,0.034,0.036,0.038,0.045,0.048
1/6/2020,6:36:45,0.034,0.036,0.037,0.044,0.047
1/6/2020,6:38:45,0.034,0.036,0.037,0.044,0.046
1/6/2020,6:40:45,0.034,0.036,0.038,0.044,0.047
1/6/2020,6:42:45,0.035,0.037,0.039,0.046,0.051
1/6/2020,6:44:45,0.035,0.037,0.039,0.046,0.049
1/6/2020,6:46:45,0.035,0.037,0.039,0.045,0.049
1/6/2020,6:48:45,0.035,0.036,0.038,0.045,0.047
1/6/2020,6:50:45,0.036,0.037,0.039,0.045,0.048
1/6/2020,6:52:45,0.035,0.037,0.039,0.044,0.047
1/6/2020,6:54:45,0.035,0.037,0.039,0.045,0.048
1/6/2020,6:56:45,0.036,0.037,0.039,0.044,0.048
1/6/2020,6:58:45,0.036,0.037,0.039,0.045,0.046
1/6/2020,7:00:45,0.036,0.037,0.039,0.047,0.05
1/6/2020,7:02:45,0.035,0.036,0.038,0.044,0.048
1/6/2020,7:04:45,0.034,0.036,0.038,0.044,0.046
1/6/2020,7:06:45,0.035,0.037,0.038,0.045,0.048
1/6/2020,7:08:45,0.035,0.036,0.038,0.043,0.047
1/6/2020,7:10:45,0.035,0.036,0.038,0.045,0.047
1/6/2020,7:12:45,0.034,0.036,0.037,0.043,0.045
1/6/2020,7:14:45,0.035,0.036,0.038,0.044,0.048
1/6/2020,7:16:45,0.034,0.036,0.037,0.043,0.047
1/6/2020,7:18:45,0.033,0.035,0.036,0.041,0.044
1/6/2020,7:20:45,0.033,0.035,0.036,0.041,0.046
1/6/2020,7:22:45,0.033,0.035,0.037,0.043,0.048
1/6/2020,7:24:45,0.033,0.034,0.036,0.041,0.044
1/6/2020,7:26:45,0.033,0.034,0.036,0.042,0.047
1/6/2020,7:28:45,0.031,0.032,0.034,0.038,0.041
1/6/2020,7:30:45,0.031,0.032,0.034,0.039,0.042
1/6/2020,7:32:45,0.03,0.032,0.033,0.038,0.041
1/6/2020,7:34:45,0.031,0.032,0.034,0.04,0.042
1/6/2020,7:36:45,0.031,0.032,0.034,0.038,0.04
1/6/2020,7:38:45,0.03,0.031,0.033,0.038,0.04
1/6/2020,7:40:45,0.03,0.031,0.033,0.038,0.044
1/6/2020,7:42:45,0.03,0.031,0.032,0.038,0.042
1/6/2020,7:44:45,0.03,0.031,0.032,0.038,0.041
1/6/2020,7:46:45,0.029,0.031,0.032,0.038,0.042
1/6/2020,7:48:45,0.027,0.029,0.03,0.036,0.04
1/6/2020,7:50:45,0.028,0.029,0.031,0.037,0.039
1/6/2020,7:52:45,0.029,0.03,0.032,0.037,0.04
1/6/2020,7:54:45,0.029,0.03,0.032,0.037,0.043
1/6/2020,7:56:45,0.029,0.031,0.032,0.038,0.043
1/6/2020,7:58:45,0.029,0.03,0.031,0.037,0.04
1/6/2020,8:00:45,0.028,0.03,0.031,0.036,0.038
1/6/2020,8:02:45,0.029,0.031,0.032,0.037,0.041
1/6/2020,8:04:45,0.029,0.03,0.032,0.037,0.042
1/6/2020,8:06:45,0.029,0.03,0.032,0.037,0.039
1/6/2020,8:08:45,0.028,0.03,0.031,0.037,0.039
1/6/2020,8:10:45,0.028,0.029,0.031,0.036,0.039
1/6/2020,8:12:45,0.027,0.028,0.03,0.034,0.037
1/6/2020,8:14:45,0.028,0.029,0.03,0.035,0.04
1/6/2020,8:16:45,0.026,0.028,0.029,0.034,0.038
1/6/2020,8:18:45,0.027,0.028,0.03,0.035,0.039
1/6/2020,8:20:45,0.027,0.028,0.03,0.036,0.04
1/6/2020,8:22:45,0.027,0.028,0.029,0.034,0.038
1/6/2020,8:24:45,0.026,0.027,0.028,0.034,0.037
1/6/2020,8:26:45,0.026,0.028,0.029,0.034,0.036
1/6/2020,8:28:45,0.027,0.028,0.03,0.035,0.038
1/6/2020,8:30:45,0.028,0.029,0.031,0.036,0.041
1/6/2020,8:32:45,0.029,0.03,0.032,0.037,0.039
1/6/2020,8:34:45,0.029,0.03,0.032,0.037,0.04
1/6/2020,8:36:45,0.028,0.029,0.031,0.037,0.04
1/6/2020,8:38:45,0.027,0.028,0.03,0.035,0.041
1/6/2020,8:40:45,0.027,0.028,0.029,0.036,0.037
1/6/2020,8:42:45,0.026,0.027,0.028,0.034,0.037
1/6/2020,8:44:45,0.025,0.026,0.028,0.034,0.035
1/6/2020,8:46:45,0.025,0.026,0.028,0.034,0.039
1/6/2020,8:48:45,0.024,0.025,0.027,0.033,0.035
1/6/2020,8:50:45,0.024,0.025,0.027,0.032,0.035
1/6/2020,8:52:45,0.024,0.025,0.027,0.032,0.037
1/6/2020,8:54:45,0.024,0.025,0.026,0.031,0.035
1/6/2020,8:56:45,0.023,0.024,0.025,0.031,0.036
1/6/2020,8:58:45,0.022,0.023,0.024,0.03,0.033
1/6/2020,9:00:45,0.021,0.022,0.023,0.028,0.033
1/6/2020,9:02:45,0.02,0.021,0.022,0.027,0.029
1/6/2020,9:04:45,0.02,0.021,0.022,0.027,0.037
1/6/2020,9:06:45,0.018,0.019,0.021,0.025,0.029
1/6/2020,9:08:45,0.018,0.019,0.02,0.025,0.029
1/6/2020,9:10:45,0.019,0.02,0.021,0.028,0.031
1/6/2020,9:12:45,0.019,0.02,0.021,0.028,0.034
1/6/2020,9:14:45,0.02,0.021,0.023,0.031,0.037
1/6/2020,9:16:45,0.02,0.022,0.023,0.031,0.039
1/6/2020,9:18:45,0.02,0.022,0.023,0.03,0.034
1/6/2020,9:20:45,0.021,0.022,0.023,0.03,0.036
1/6/2020,9:22:45,0.02,0.021,0.023,0.03,0.037
1/6/2020,9:24:45,0.019,0.021,0.022,0.03,0.038
1/6/2020,9:26:45,0.019,0.021,0.022,0.031,0.037
1/6/2020,9:28:45,0.019,0.02,0.022,0.03,0.036
1/6/2020,9:30:45,0.019,0.021,0.022,0.032,0.042
1/6/2020,9:32:45,0.019,0.02,0.022,0.03,0.035
1/6/2020,9:34:45,0.019,0.021,0.023,0.033,0.044
1/6/2020,9:36:45,0.02,0.022,0.024,0.035,0.044
1/6/2020,9:38:45,0.02,0.021,0.023,0.034,0.043
1/6/2020,9:40:45,0.019,0.02,0.022,0.033,0.04
1/6/2020,9:42:45,0.018,0.019,0.021,0.031,0.037
1/6/2020,9:44:45,0.017,0.018,0.02,0.028,0.034
1/6/2020,9:46:45,0.017,0.018,0.02,0.028,0.038
1/6/2020,9:48:45,0.016,0.018,0.02,0.028,0.031
1/6/2020,9:50:45,0.016,0.017,0.019,0.029,0.034
1/6/2020,9:52:45,0.016,0.017,0.019,0.027,0.034
1/6/2020,9:54:45,0.017,0.018,0.02,0.029,0.037
1/6/2020,9:56:45,0.016,0.018,0.019,0.028,0.033
1/6/2020,9:58:45,0.017,0.019,0.021,0.032,0.041
1/6/2020,10:00:45,0.016,0.018,0.019,0.029,0.036
1/6/2020,10:02:45,0.016,0.018,0.019,0.028,0.037
1/6/2020,10:04:45,0.015,0.017,0.018,0.027,0.033
1/6/2020,10:06:45,0.015,0.016,0.018,0.027,0.034
1/6/2020,10:08:45,0.015,0.017,0.018,0.028,0.034
1/6/2020,10:10:45,0.015,0.016,0.018,0.025,0.033
1/6/2020,10:12:45,0.015,0.016,0.018,0.028,0.037
1/6/2020,10:14:45,0.015,0.017,0.018,0.027,0.034
1/6/2020,10:16:45,0.016,0.017,0.019,0.029,0.036
1/6/2020,10:18:45,0.016,0.017,0.019,0.028,0.036
1/6/2020,10:20:45,0.016,0.018,0.02,0.028,0.036
1/6/2020,10:22:45,0.017,0.019,0.021,0.029,0.036
1/6/2020,10:24:45,0.017,0.019,0.021,0.031,0.038
1/6/2020,10:26:45,0.017,0.018,0.02,0.029,0.034
1/6/2020,10:28:45,0.016,0.018,0.02,0.028,0.034
1/6/2020,10:30:45,0.017,0.018,0.02,0.03,0.038
1/6/2020,10:32:45,0.016,0.018,0.02,0.028,0.034
1/6/2020,10:34:45,0.016,0.018,0.019,0.028,0.034
1/6/2020,10:36:45,0.016,0.018,0.019,0.028,0.032
1/6/2020,10:38:45,0.018,0.019,0.021,0.031,0.037
1/6/2020,10:40:45,0.018,0.019,0.021,0.03,0.034
1/6/2020,10:42:45,0.018,0.019,0.021,0.029,0.033
1/6/2020,10:44:45,0.018,0.02,0.021,0.031,0.039
1/6/2020,10:46:45,0.018,0.019,0.021,0.029,0.034
1/6/2020,10:48:45,0.017,0.019,0.021,0.029,0.036
1/6/2020,10:50:45,0.017,0.018,0.02,0.027,0.034
1/6/2020,10:52:45,0.017,0.018,0.02,0.028,0.035
1/6/2020,10:54:45,0.016,0.017,0.019,0.026,0.03
1/6/2020,10:56:45,0.016,0.018,0.02,0.028,0.031
1/6/2020,10:58:45,0.017,0.018,0.02,0.029,0.034
1/6/2020,11:00:45,0.016,0.018,0.02,0.027,0.033
1/6/2020,11:02:45,0.016,0.017,0.019,0.026,0.031
1/6/2020,11:04:45,0.016,0.017,0.019,0.026,0.031
1/6/2020,11:06:45,0.016,0.017,0.019,0.025,0.029
1/6/2020,11:08:45,0.015,0.016,0.018,0.025,0.033
1/6/2020,11:10:45,0.015,0.016,0.018,0.026,0.031
1/6/2020,11:12:45,0.014,0.016,0.018,0.025,0.029
1/6/2020,11:14:45,0.016,0.018,0.019,0.028,0.033
1/6/2020,11:16:45,0.015,0.017,0.019,0.027,0.033
1/6/2020,11:18:45,0.015,0.017,0.018,0.026,0.029
1/6/2020,11:20:45,0.016,0.018,0.019,0.025,0.036
1/6/2020,11:22:45,0.017,0.018,0.02,0.028,0.032
1/6/2020,11:24:45,0.016,0.017,0.019,0.028,0.034
1/6/2020,11:26:45,0.016,0.017,0.019,0.029,0.035
1/6/2020,11:28:45,0.015,0.017,0.019,0.027,0.033
1/6/2020,11:30:45,0.016,0.017,0.019,0.027,0.033
1/6/2020,11:32:45,0.017,0.018,0.02,0.03,0.036
1/6/2020,11:34:45,0.017,0.018,0.02,0.029,0.036
1/6/2020,11:36:45,0.016,0.017,0.019,0.028,0.032
1/6/2020,11:38:45,0.016,0.018,0.02,0.029,0.037
1/6/2020,11:40:45,0.016,0.018,0.019,0.029,0.036
1/6/2020,11:42:45,0.016,0.017,0.019,0.028,0.036
1/6/2020,11:44:45,0.015,0.016,0.018,0.027,0.036
1/6/2020,11:46:45,0.014,0.015,0.017,0.026,0.029
1/6/2020,11:48:45,0.014,0.015,0.017,0.027,0.032
1/6/2020,11:50:45,0.013,0.015,0.016,0.025,0.029
1/6/2020,11:52:45,0.013,0.014,0.016,0.025,0.029
1/6/2020,11:54:45,0.013,0.014,0.016,0.025,0.032
1/6/2020,11:56:45,0.014,0.015,0.017,0.025,0.038
1/6/2020,11:58:45,0.014,0.015,0.017,0.028,0.038
1/6/2020,12:00:45,0.013,0.014,0.016,0.025,0.035
1/6/2020,12:02:45,0.013,0.014,0.016,0.027,0.033
1/6/2020,12:04:45,0.012,0.014,0.015,0.023,0.031
1/6/2020,12:06:45,0.013,0.014,0.016,0.024,0.033
1/6/2020,12:08:45,0.012,0.013,0.015,0.023,0.029
1/6/2020,12:10:45,0.013,0.014,0.016,0.025,0.032
1/6/2020,12:12:45,0.012,0.014,0.016,0.024,0.031
1/6/2020,12:14:45,0.012,0.014,0.015,0.023,0.031
1/6/2020,12:16:45,0.012,0.013,0.015,0.023,0.028
1/6/2020,12:18:45,0.013,0.014,0.016,0.025,0.04
1/6/2020,12:20:45,0.011,0.013,0.015,0.022,0.03
1/6/2020,12:22:45,0.011,0.013,0.014,0.023,0.029
1/6/2020,12:24:45,0.011,0.012,0.014,0.021,0.03
1/6/2020,12:26:45,0.012,0.013,0.015,0.025,0.036
1/6/2020,12:28:45,0.012,0.013,0.015,0.023,0.034
1/6/2020,12:30:45,0.013,0.014,0.016,0.024,0.038
1/6/2020,12:32:45,0.012,0.014,0.016,0.026,0.031
1/6/2020,12:34:45,0.011,0.013,0.015,0.022,0.028
1/6/2020,12:36:45,0.012,0.013,0.015,0.023,0.03
1/6/2020,12:38:45,0.012,0.013,0.015,0.023,0.03
1/6/2020,12:40:45,0.012,0.014,0.015,0.024,0.032
1/6/2020,12:42:45,0.013,0.014,0.016,0.026,0.035
1/6/2020,12:44:45,0.013,0.014,0.017,0.027,0.037
1/6/2020,12:46:45,0.013,0.015,0.017,0.028,0.037
1/6/2020,12:48:45,0.013,0.014,0.017,0.028,0.037
1/6/2020,12:50:45,0.012,0.013,0.015,0.024,0.029
1/6/2020,12:52:45,0.012,0.014,0.016,0.025,0.033
1/6/2020,12:54:45,0.012,0.014,0.015,0.024,0.031
1/6/2020,12:56:45,0.012,0.013,0.015,0.025,0.031
1/6/2020,12:58:45,0.012,0.014,0.016,0.025,0.03
1/6/2020,13:00:45,0.012,0.014,0.016,0.024,0.028
1/6/2020,13:02:45,0.015,0.016,0.018,0.027,0.032
1/6/2020,13:04:45,0.013,0.015,0.017,0.026,0.034
1/6/2020,13:06:45,0.012,0.014,0.016,0.025,0.031
1/6/2020,13:08:45,0.012,0.013,0.015,0.023,0.029
1/6/2020,13:10:45,0.012,0.013,0.015,0.023,0.038
1/6/2020,13:12:45,0.013,0.014,0.016,0.024,0.035
1/6/2020,13:14:45,0.013,0.014,0.016,0.025,0.037
1/6/2020,13:16:45,0.012,0.013,0.015,0.023,0.032
1/6/2020,13:18:45,0.012,0.013,0.015,0.023,0.031
1/6/2020,13:20:45,0.012,0.014,0.015,0.024,0.036
1/6/2020,13:22:45,0.013,0.014,0.016,0.026,0.036
1/6/2020,13:24:45,0.012,0.013,0.015,0.023,0.031
1/6/2020,13:26:45,0.013,0.014,0.016,0.025,0.036
1/6/2020,13:28:45,0.012,0.014,0.015,0.025,0.031
1/6/2020,13:30:45,0.013,0.014,0.016,0.026,0.031
1/6/2020,13:32:45,0.013,0.014,0.016,0.025,0.032
1/6/2020,13:34:45,0.012,0.013,0.015,0.024,0.028
1/6/2020,13:36:45,0.011,0.013,0.014,0.022,0.025
1/6/2020,13:38:45,0.012,0.013,0.014,0.022,0.027
1/6/2020,13:40:45,0.012,0.013,0.014,0.021,0.025
1/6/2020,13:42:45,0.012,0.013,0.014,0.021,0.027
1/6/2020,13:44:45,0.011,0.012,0.014,0.021,0.023
1/6/2020,13:46:45,0.012,0.013,0.014,0.021,0.026
1/6/2020,13:48:45,0.011,0.012,0.014,0.02,0.024
1/6/2020,13:50:45,0.012,0.013,0.014,0.021,0.025
1/6/2020,13:52:45,0.012,0.013,0.014,0.021,0.024
1/6/2020,13:54:45,0.012,0.013,0.015,0.021,0.025
1/6/2020,13:56:45,0.012,0.013,0.015,0.022,0.03
1/6/2020,13:58:45,0.012,0.013,0.014,0.02,0.024
1/6/2020,14:00:45,0.013,0.015,0.016,0.025,0.034
1/6/2020,14:02:45,0.013,0.014,0.015,0.022,0.026
1/6/2020,14:04:45,0.012,0.013,0.015,0.022,0.029
1/6/2020,14:06:45,0.012,0.013,0.015,0.023,0.03
1/6/2020,14:08:45,0.012,0.013,0.015,0.023,0.031
1/6/2020,14:10:45,0.012,0.013,0.014,0.023,0.031
1/6/2020,14:12:45,0.011,0.013,0.014,0.023,0.03
1/6/2020,14:14:45,0.011,0.012,0.014,0.022,0.031
1/6/2020,14:16:45,0.012,0.013,0.014,0.022,0.031
1/6/2020,14:18:45,0.012,0.013,0.015,0.023,0.031
1/6/2020,14:20:45,0.012,0.013,0.015,0.023,0.031
1/6/2020,14:22:45,0.012,0.014,0.015,0.025,0.031
1/6/2020,14:24:45,0.013,0.014,0.016,0.026,0.034
1/6/2020,14:26:45,0.014,0.015,0.017,0.029,0.039
1/6/2020,14:28:45,0.013,0.014,0.016,0.027,0.035
1/6/2020,14:30:45,0.013,0.014,0.016,0.027,0.036
1/6/2020,14:32:45,0.013,0.014,0.016,0.027,0.033
1/6/2020,14:34:45,0.013,0.014,0.016,0.026,0.036
1/6/2020,14:36:45,0.013,0.014,0.016,0.026,0.034
1/6/2020,14:38:45,0.013,0.015,0.017,0.028,0.038
1/6/2020,14:40:45,0.013,0.014,0.016,0.028,0.033
1/6/2020,14:42:45,0.012,0.014,0.016,0.026,0.032
1/6/2020,14:44:45,0.013,0.014,0.016,0.027,0.034
1/6/2020,14:46:45,0.013,0.014,0.016,0.026,0.032
1/6/2020,14:48:45,0.013,0.014,0.016,0.027,0.035
1/6/2020,14:50:45,0.013,0.014,0.016,0.026,0.032
1/6/2020,14:52:45,0.013,0.015,0.017,0.026,0.035
1/6/2020,14:54:45,0.013,0.014,0.016,0.025,0.03
1/6/2020,14:56:45,0.013,0.014,0.016,0.026,0.033
1/6/2020,14:58:45,0.013,0.015,0.016,0.028,0.034
1/6/2020,15:00:45,0.013,0.015,0.017,0.026,0.032
1/6/2020,15:02:45,0.013,0.014,0.016,0.028,0.032
1/6/2020,15:04:45,0.013,0.015,0.017,0.027,0.033
1/6/2020,15:06:45,0.014,0.015,0.017,0.027,0.035
1/6/2020,15:08:45,0.013,0.014,0.016,0.025,0.03
1/6/2020,15:10:45,0.014,0.015,0.017,0.023,0.029
1/6/2020,15:12:45,0.014,0.016,0.018,0.025,0.029
1/6/2020,15:14:45,0.015,0.016,0.018,0.025,0.031
1/6/2020,15:16:45,0.015,0.016,0.018,0.026,0.037
1/6/2020,15:18:45,0.015,0.016,0.018,0.027,0.033
1/6/2020,15:20:45,0.015,0.017,0.019,0.027,0.034
1/6/2020,15:22:45,0.016,0.017,0.019,0.028,0.034
1/6/2020,15:24:45,0.017,0.018,0.02,0.029,0.037
1/6/2020,15:26:45,0.016,0.018,0.02,0.028,0.034
1/6/2020,15:28:45,0.016,0.018,0.02,0.029,0.032
1/6/2020,15:30:45,0.016,0.018,0.02,0.028,0.035
1/6/2020,15:32:45,0.016,0.017,0.02,0.028,0.035
1/6/2020,15:34:45,0.016,0.017,0.019,0.028,0.033
1/6/2020,15:36:45,0.017,0.019,0.021,0.033,0.04
1/6/2020,15:38:45,0.017,0.019,0.021,0.033,0.042
1/6/2020,15:40:45,0.016,0.018,0.02,0.03,0.034
1/6/2020,15:42:45,0.016,0.017,0.019,0.029,0.035
1/6/2020,15:44:45,0.016,0.017,0.019,0.029,0.035
1/6/2020,15:46:45,0.017,0.018,0.02,0.032,0.042
1/6/2020,15:48:45,0.017,0.018,0.02,0.032,0.041
1/6/2020,15:50:45,0.017,0.018,0.02,0.032,0.04
1/6/2020,15:52:45,0.016,0.018,0.02,0.029,0.034
1/6/2020,15:54:45,0.017,0.018,0.02,0.031,0.039
1/6/2020,15:56:45,0.017,0.018,0.021,0.03,0.035
1/6/2020,15:58:45,0.018,0.019,0.021,0.032,0.042
1/6/2020,16:00:45,0.018,0.019,0.022,0.033,0.039
1/6/2020,16:02:45,0.018,0.019,0.021,0.033,0.038
1/6/2020,16:04:45,0.017,0.019,0.021,0.032,0.036
1/6/2020,16:06:45,0.018,0.02,0.022,0.033,0.04
1/6/2020,16:08:45,0.019,0.02,0.022,0.032,0.041
1/6/2020,16:10:45,0.018,0.02,0.022,0.032,0.041
1/6/2020,16:12:45,0.018,0.02,0.022,0.032,0.042
